sent_id,clean_text,raw_text
ParlaMint-UA_2004-11-27-m0.u2.p5.lang1.s1,"Погоджувальна рада пропонує внести на розгляд Верховної Ради України і розглянути лише одне питання про політичну кризу у державі , що виникла у зв'язку з виборами Президента України .","Погоджувальна рада пропонує внести на розгляд Верховної Ради України і розглянути лише одне питання про політичну кризу у державі , що виникла у зв'язку з виборами Президента України ."
ParlaMint-UA_2004-11-27-m0.u2.p5.lang1.s2,"Ну , дозвольте , я скажу , потім з процедури буде !","Ну , дозвольте , я скажу , потім з процедури буде !"
ParlaMint-UA_2004-11-27-m0.u2.p5.lang1.s3,"Ну , заспокойтеся !","Ну , заспокойтеся !"
ParlaMint-UA_2004-11-27-m0.u2.p5.lang1.s4,Одну хвилину !,Одну хвилину !
ParlaMint-UA_2004-11-27-m0.u2.p6.lang1.s1,Пропонується такий Регламент розгляду цього питання .,Пропонується такий Регламент розгляду цього питання .
ParlaMint-UA_2004-11-27-m0.u2.p6.lang1.s2,І це є рішення Погоджувальної ради .,І це є рішення Погоджувальної ради .
ParlaMint-UA_2004-11-27-m0.u2.p6.lang1.s3,"Ну , зараз зробимо , шановні колеги !","Ну , зараз зробимо , шановні колеги !"
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s1,"Шановні народні депутати , ми завжди на пропозицію народних депутатів чи-то на вимогу включали трансляцію на вулицю .","Шановні народні депутати , ми завжди на пропозицію народних депутатів чи-то на вимогу включали трансляцію на вулицю ."
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s2,"Я бачу , є така пропозиція , є така вимога .","Я бачу , є така пропозиція , є така вимога ."
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s3,"Будь ласка , ввімкніть трансляцію , я не бачу проблеми .","Будь ласка , ввімкніть трансляцію , я не бачу проблеми ."
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s4,У вас же немає заперечень ?,У вас же немає заперечень ?
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s5,Немає .,Немає .
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s6,Дякую .,Дякую .
ParlaMint-UA_2004-11-27-m0.u2.p7.lang1.s7,Дякую .,Дякую .
ParlaMint-UA_2004-11-27-m0.u2.p8.lang1.s1,"Шановні народні депутати , Погоджувальна рада запропонувала такий Регламент розгляду цього питання , що відкрив це засідання Голова Верховної Ради і виклав бачення того , що відбувається в Україні .","Шановні народні депутати , Погоджувальна рада запропонувала такий Регламент розгляду цього питання , що відкрив це засідання Голова Верховної Ради і виклав бачення того , що відбувається в Україні ."
ParlaMint-UA_2004-11-27-m0.u2.p8.lang1.s2,"Я думаю , що це буде концентроване бачення того , що відбувається в Україні , депутатського корпусу .","Я думаю , що це буде концентроване бачення того , що відбувається в Україні , депутатського корпусу ."
ParlaMint-UA_2004-11-27-m0.u2.p8.lang1.s3,Після того виступи від депутатських груп і фракцій уповноважених .,Після того виступи від депутатських груп і фракцій уповноважених .
ParlaMint-UA_2004-11-27-m0.u2.p8.lang1.s4,"До 5 хвилин на виступи і перейти до прийняття проект постанови , рішення .","До 5 хвилин на виступи і перейти до прийняття проект постанови , рішення ."
ParlaMint-UA_2004-11-27-m0.u2.p9.lang1.s1,"Ми домовилися таким чином , що ми будемо голосувати окремо преамбулу кожен пункт і той пункт , який не знайде підтримку у Верховній Раді України 226 голосів , не менше 226 голосів , буде вважатися як прийняте рішення Верховної Ради .","Ми домовилися таким чином , що ми будемо голосувати окремо преамбулу кожен пункт і той пункт , який не знайде підтримку у Верховній Раді України 226 голосів , не менше 226 голосів , буде вважатися як прийняте рішення Верховної Ради ."
ParlaMint-UA_2004-11-27-m0.u2.p9.lang1.s2,Це було одностайне наше рішення .,Це було одностайне наше рішення .
ParlaMint-UA_2004-11-27-m0.u2.p9.lang1.s3,"Зараз передруковують , вам роздадуть .","Зараз передруковують , вам роздадуть ."
ParlaMint-UA_2004-11-27-m0.u20.p1.lang1.s1,Шановні радіослухачі !,Шановні радіослухачі !
ParlaMint-UA_2004-11-27-m0.u20.p1.lang1.s2,"У нас складна зараз ситуація у Верховній Раді , як і в суспільстві .","У нас складна зараз ситуація у Верховній Раді , як і в суспільстві ."
ParlaMint-UA_2004-11-27-m0.u20.p1.lang1.s3,"Тому лунають звинувачення тільки з однією метою , як провокації примусити , змінити позицію ту чи іншу фракцію .","Тому лунають звинувачення тільки з однією метою , як провокації примусити , змінити позицію ту чи іншу фракцію ."
ParlaMint-UA_2004-11-27-m0.u20.p2.lang1.s1,"Фракція комуністів заявляє : ми принципово за єдину Україну , ми принципово виступаємо за єдність народу України , ми принципово виступаємо проти олігархів і бандитських кланів .","Фракція комуністів заявляє : ми принципово за єдину Україну , ми принципово виступаємо за єдність народу України , ми принципово виступаємо проти олігархів і бандитських кланів ."
ParlaMint-UA_2004-11-27-m0.u20.p3.lang1.s1_2004-11-27-m0.u20.p3.lang1.s2,"Я хотів би нагадати тим , хто зараз намагається звинуватити східні регіони в тих ініціативах , які зараз починаються нагадати вам і шановний пан , який виступав перед цим : а хіба не у Львові у 91-ому році ... Івано-Франківську ви показали приклад , як ви хочете розділити Україну .","Я хотів би нагадати тим , хто зараз намагається звинуватити східні регіони в тих ініціативах , які зараз починаються нагадати вам і шановний пан , який виступав перед цим : а хіба не у Львові у 91-ому році ... Івано-Франківську ви показали приклад , як ви хочете розділити Україну ."
ParlaMint-UA_2004-11-27-m0.u20.p3.lang1.s3,Коли створювали конфедерацію західних областей України .,Коли створювали конфедерацію західних областей України .
ParlaMint-UA_2004-11-27-m0.u20.p3.lang1.s4,Це ви починали як раз це все .,Це ви починали як раз це все .
ParlaMint-UA_2004-11-27-m0.u20.p3.lang1.s5,І сьогодні необдуманою політикою штовхаєте народи України на визначення своєї позиції відносно територій і влади .,І сьогодні необдуманою політикою штовхаєте народи України на визначення своєї позиції відносно територій і влади .
ParlaMint-UA_2004-11-27-m0.u20.p3.lang1.s6,"Це страшна політика , яку ви нав'язуєте , це злочинна буде політика .","Це страшна політика , яку ви нав'язуєте , це злочинна буде політика ."
ParlaMint-UA_2004-11-27-m0.u200.p1.lang1.s1,"Нестор Шуфрич , будь ласка .","Нестор Шуфрич , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u201.p1.lang1.s1,"Дякую , Володимире Михайловичу .","Дякую , Володимире Михайловичу ."
ParlaMint-UA_2004-11-27-m0.u201.p2.lang1.s1,"Шановні колеги , давайте без емоцій підійдемо до того , що відбувається сьогодні у залі .","Шановні колеги , давайте без емоцій підійдемо до того , що відбувається сьогодні у залі ."
ParlaMint-UA_2004-11-27-m0.u201.p2.lang1.s2,"Уявіть собі ситуацію , коли людина , відносно якої прийняли незаконне рішення , потім має право покарати того , хто його прийняв , таке рішення , яке його не задовольняє .","Уявіть собі ситуацію , коли людина , відносно якої прийняли незаконне рішення , потім має право покарати того , хто його прийняв , таке рішення , яке його не задовольняє ."
ParlaMint-UA_2004-11-27-m0.u201.p3.lang1.s1,"Шановні колеги , сьогодні ми своїми діями тиснемо на Верховний суд , тиснемо на Центральну виборчу комісію , конституційні органи , відносно яких ми не маємо права навіть будь-які рішення приймати .","Шановні колеги , сьогодні ми своїми діями тиснемо на Верховний суд , тиснемо на Центральну виборчу комісію , конституційні органи , відносно яких ми не маємо права навіть будь-які рішення приймати ."
ParlaMint-UA_2004-11-27-m0.u201.p3.lang1.s2,"Шановні колеги , ми сьогодні порушуємо Конституцію , ми сьогодні порушуємо Закон України про вибори Президента , який нам нав'язали "" нашоукраїнці "" .","Шановні колеги , ми сьогодні порушуємо Конституцію , ми сьогодні порушуємо Закон України про вибори Президента , який нам нав'язали "" нашоукраїнці "" ."
ParlaMint-UA_2004-11-27-m0.u201.p3.lang1.s3,"Якщо так буде іти далі , ми не будемо мати права будь-кого звинувачувати у похожих діях на будь-яких рівнях влади .","Якщо так буде іти далі , ми не будемо мати права будь-кого звинувачувати у похожих діях на будь-яких рівнях влади ."
ParlaMint-UA_2004-11-27-m0.u201.p3.lang1.s4,Дякую .,Дякую .
ParlaMint-UA_2004-11-27-m0.u202.p1.lang1.s1,"Шановні народні депутати , я зараз запропоную одне уточнення .","Шановні народні депутати , я зараз запропоную одне уточнення ."
ParlaMint-UA_2004-11-27-m0.u202.p1.lang1.s2,"Анатолій Сергійович , Ви з ним погодитесь , я зараз читаю з уточненням , прошу уваги .","Анатолій Сергійович , Ви з ним погодитесь , я зараз читаю з уточненням , прошу уваги ."
ParlaMint-UA_2004-11-27-m0.u202.p10.lang1.s1,Статтю шосту читаю .,Статтю шосту читаю .
ParlaMint-UA_2004-11-27-m0.u202.p10.lang1.s2,Вона там у двох варіантах .,Вона там у двох варіантах .
ParlaMint-UA_2004-11-27-m0.u202.p10.lang1.s3,Але другий варіант зараз вже не може голосуватися відповідно до логіки розгляду проекту постанови .,Але другий варіант зараз вже не може голосуватися відповідно до логіки розгляду проекту постанови .
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s1,""" Стаття шоста .",""" Стаття шоста ."
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s10,Голосуйте !,Голосуйте !
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s11,Прошу голосувати !,Прошу голосувати !
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s2,"З метою завершення конституційної реформи вважати за доцільне запропонувати Тимчасовій спеціальній комісії по опрацюванню законопроектів про внесення змін до Конституції України забезпечити підготовку та внесення на розгляд Верховної Ради України в період з першого по третє грудня 2004 року законопроекту про внесення змін до Конституції України , реєстраційний номер 4180 , за умови , що його текст буде попередньо підтриманий підписами народних депутатів України в кількості , що необхідно для його прийняття до закону .","З метою завершення конституційної реформи вважати за доцільне запропонувати Тимчасовій спеціальній комісії по опрацюванню законопроектів про внесення змін до Конституції України забезпечити підготовку та внесення на розгляд Верховної Ради України в період з першого по третє грудня 2004 року законопроекту про внесення змін до Конституції України , реєстраційний номер 4180 , за умови , що його текст буде попередньо підтриманий підписами народних депутатів України в кількості , що необхідно для його прийняття до закону ."
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s3_2004-11-27-m0.u202.p11.lang1.s4,"Я думаю , що друге ... це за умови треба зняти і проголосувати .","Я думаю , що друге ... це за умови треба зняти і проголосувати ."
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s5,"Я пишу , Петро Олексійович , якщо хочеш компромісу , то треба йти на компроміс .","Я пишу , Петро Олексійович , якщо хочеш компромісу , то треба йти на компроміс ."
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s6,"Я ще раз ставлю статтю , і зараз , на голосування в такій редакції , з метою завершення конституційної реформи вважати за доцільне запропонувати Тимчасовій спеціальній комісії по опрацюванню законопроектів про внесення змін до Конституції України забезпечити підготовку та внесення на розгляд Верховної Ради України в період з 1 по 3 грудня 2004 року законопроекту про внесення змін до Конституції України , реєстраційний номер - 4180 .","Я ще раз ставлю статтю , і зараз , на голосування в такій редакції , з метою завершення конституційної реформи вважати за доцільне запропонувати Тимчасовій спеціальній комісії по опрацюванню законопроектів про внесення змін до Конституції України забезпечити підготовку та внесення на розгляд Верховної Ради України в період з 1 по 3 грудня 2004 року законопроекту про внесення змін до Конституції України , реєстраційний номер - 4180 ."
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s7,Прошу голосувати в цілому .,Прошу голосувати в цілому .
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s8,Прошу голосувати !,Прошу голосувати !
ParlaMint-UA_2004-11-27-m0.u202.p11.lang1.s9,"Прошу голосувати вцілому , бо потім ви не отримаєте пошуковий результат .","Прошу голосувати вцілому , бо потім ви не отримаєте пошуковий результат ."
ParlaMint-UA_2004-11-27-m0.u202.p12.lang1.s1,За – 271,За – 271
ParlaMint-UA_2004-11-27-m0.u202.p13.lang1.s1,Рішення прийнято .,Рішення прийнято .
ParlaMint-UA_2004-11-27-m0.u202.p13.lang1.s2,Стаття 7 .,Стаття 7 .
ParlaMint-UA_2004-11-27-m0.u202.p13.lang1.s3,Прошу уваги !,Прошу уваги !
ParlaMint-UA_2004-11-27-m0.u202.p13.lang1.s4,Запропонувати Віктору Ющенко та Віктору Януковичу терміново провести переговори з метою подолання кризи на підписанні відповідної політичної угоди .,Запропонувати Віктору Ющенко та Віктору Януковичу терміново провести переговори з метою подолання кризи на підписанні відповідної політичної угоди .
ParlaMint-UA_2004-11-27-m0.u202.p13.lang1.s5,"Закликати представників фракції "" Наша Україна "" звернутися до своїх прихильників та організаторів акції громадянської непокори , до підписання зазначеної політичної угоди , утриматися від блокування органів державної влади та управління , комунікацій і установ , які забезпечують її функціонування , що , оскільки такі дії , зважаючи на зимовий період , можуть призвести до негативних наслідків .","Закликати представників фракції "" Наша Україна "" звернутися до своїх прихильників та організаторів акції громадянської непокори , до підписання зазначеної політичної угоди , утриматися від блокування органів державної влади та управління , комунікацій і установ , які забезпечують її функціонування , що , оскільки такі дії , зважаючи на зимовий період , можуть призвести до негативних наслідків ."
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s10,Тоді не буде постанови в цілому .,Тоді не буде постанови в цілому .
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s11,Не хочете - не потрібно .,Не хочете - не потрібно .
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s1_2004-11-27-m0.u202.p14.lang1.s2_ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s3_ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s4,"Шановні народні депутати , вчора під час засідання Круглого столу , прошу уваги ! Віктор Андрійович Ющенко . Заспокойтеся ! Пообіцяв , що буде відбуватися лише пікетування державних установ , але блокування їх роботи не буде .","Шановні народні депутати , вчора під час засідання Круглого столу , прошу уваги ! Віктор Андрійович Ющенко . Заспокойтеся ! Пообіцяв , що буде відбуватися лише пікетування державних установ , але блокування їх роботи не буде ."
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s5,"І він дав слово вчора , на засіданні Круглого столу .","І він дав слово вчора , на засіданні Круглого столу ."
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s6,"Олександр Олександрович , я був на засіданні Круглого столу , і про це сказав Хав'єр Солана у інтерв'ю з журналістом .","Олександр Олександрович , я був на засіданні Круглого столу , і про це сказав Хав'єр Солана у інтерв'ю з журналістом ."
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s7,"Я ще раз хочу сказати , якщо ми хочемо компромісу і прийняти рішення вцілому , то голосуйте , шановні колеги .","Я ще раз хочу сказати , якщо ми хочемо компромісу і прийняти рішення вцілому , то голосуйте , шановні колеги ."
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s8,"Я ставлю на голосування цей пункт , 7 , вцілому .","Я ставлю на голосування цей пункт , 7 , вцілому ."
ParlaMint-UA_2004-11-27-m0.u202.p14.lang1.s9,"Я ще раз хочу сказати , я завжди об'єктивний і , ну , не голосуйте !","Я ще раз хочу сказати , я завжди об'єктивний і , ну , не голосуйте !"
ParlaMint-UA_2004-11-27-m0.u202.p15.lang1.s1,За – 267,За – 267
ParlaMint-UA_2004-11-27-m0.u202.p16.lang1.s1,Рішення прийнято .,Рішення прийнято .
ParlaMint-UA_2004-11-27-m0.u202.p17.lang1.s1,"По фракціях , будь ласка .","По фракціях , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u202.p18.lang1.s1,""" Наша Україна "" - 0 , "" Регіони України "" - 56 , Фракція комуністів - 59 , СДПУ(о) - 35 , "" Трудова Україна "" - 30 , Народна аграрна партія - 18 , СПУ - 0 , Блок Тимошенко - 0 , "" Союз "" - 15 , "" Єдина Україна "" - 14 , "" Центр "" - 3 , НДП та ПППУ - 14 , "" Демініціативи "" - 14 , Позафракційні - 9 .","“ Наша Україна "" - 0 , "" Регіони України "" - 56 , Фракція комуністів - 59 , СДПУ(о) - 35 , "" Трудова Україна "" - 30 , Народна аграрна партія - 18 , СПУ - 0 , Блок Тимошенко - 0 , "" Союз "" - 15 , "" Єдина Україна "" - 14 , "" Центр "" - 3 , НДП та ПППУ - 14 , "" Демініціативи "" - 14 , Позафракційні - 9 ."
ParlaMint-UA_2004-11-27-m0.u202.p19.lang1.s1,"Шановні колеги , шановні представники різних фракцій !","Шановні колеги , шановні представники різних фракцій !"
ParlaMint-UA_2004-11-27-m0.u202.p2.lang1.s1,"Не "" скасування інституту голосування "" , "" удосконалення інституту "" .","Не "" скасування інституту голосування "" , "" удосконалення інституту "" ."
ParlaMint-UA_2004-11-27-m0.u202.p2.lang1.s2,"Та не , що "" ні , ні , ні "" ?!","Та не , що "" ні , ні , ні "" ?!"
ParlaMint-UA_2004-11-27-m0.u202.p2.lang1.s3,"Будемо закон розглядати , що "" ні-ні-ні "" ?!","Будемо закон розглядати , що "" ні-ні-ні "" ?!"
ParlaMint-UA_2004-11-27-m0.u202.p20.lang1.s1,"Якщо ви хочете "" в'їхати в рай на чужому горбі "" , то ми не приймемо жодного рішення .","Якщо ви хочете "" в'їхати в рай на чужому горбі "" , то ми не приймемо жодного рішення ."
ParlaMint-UA_2004-11-27-m0.u202.p21.lang1.s1,"Якщо ми домовляємося про компроміс , давайте шукати компроміс , тим більше , що цей пункт був прийнятий всіма .","Якщо ми домовляємося про компроміс , давайте шукати компроміс , тим більше , що цей пункт був прийнятий всіма ."
ParlaMint-UA_2004-11-27-m0.u202.p22.lang1.s1,"Я прошу вас уважно , стаття восьма , будь ласка : "" Місцевим органам виконавчої влади та органам місцевого самоврядування забезпечити додержання у своїй діяльності Конституції та законів України , а також безперебійну роботу лікарень , навчальних закладів , транспорту , комунальних служб , підприємств зв'язку , надавати дієву допомогу правоохоронним органам щодо забезпечення конституційних прав громадян , невідкладно переглянути прийняті після 21 листопада цього року рішення та привести їх у відповідність із Конституцією і законами України .","Я прошу вас уважно , стаття восьма , будь ласка : "" Місцевим органам виконавчої влади та органам місцевого самоврядування забезпечити додержання у своїй діяльності Конституції та законів України , а також безперебійну роботу лікарень , навчальних закладів , транспорту , комунальних служб , підприємств зв'язку , надавати дієву допомогу правоохоронним органам щодо забезпечення конституційних прав громадян , невідкладно переглянути прийняті після 21 листопада цього року рішення та привести їх у відповідність із Конституцією і законами України ."
ParlaMint-UA_2004-11-27-m0.u202.p23.lang1.s1,"Їх ми переставимо , пункт сьомий і восьмий переставимо місцями , бо тут логіки немає .","Їх ми переставимо , пункт сьомий і восьмий переставимо місцями , бо тут логіки немає ."
ParlaMint-UA_2004-11-27-m0.u202.p24.lang1.s1,Нема заперечень ?,Нема заперечень ?
ParlaMint-UA_2004-11-27-m0.u202.p24.lang1.s2,Я ставлю на голосування для прийняття цього пункту в цілому .,Я ставлю на голосування для прийняття цього пункту в цілому .
ParlaMint-UA_2004-11-27-m0.u202.p24.lang1.s3,Прошу голосувати з урахуванням пропозицій Матвієнко переставити місцями .,Прошу голосувати з урахуванням пропозицій Матвієнко переставити місцями .
ParlaMint-UA_2004-11-27-m0.u202.p25.lang1.s1,За – 391,За – 391
ParlaMint-UA_2004-11-27-m0.u202.p26.lang1.s1,Рішення прийнято .,Рішення прийнято .
ParlaMint-UA_2004-11-27-m0.u202.p27.lang1.s1,"Пункт дев'ятий , шановні народні депутати , давайте приймемо рішення .","Пункт дев'ятий , шановні народні депутати , давайте приймемо рішення ."
ParlaMint-UA_2004-11-27-m0.u202.p27.lang2.s1,Пункт дев'ятий .,Пункт дев'ятий .
ParlaMint-UA_2004-11-27-m0.u202.p27.lang3.s1_2004-11-27-m0.u202.p27.lang3.s2_ParlaMint-UA_2004-11-27-m0.u202.p27.lang3.s3_ParlaMint-UA_2004-11-27-m0.u202.p28.lang1.s1,"Цей пункт прямо переписаний із комюніке спільного , яке було . Я зачитаю , а потім . Я зачитаю , а потім . Яке було переписано вчора під час круглого столу за наслідками круглого столу .","Цей пункт прямо переписаний із комюніке спільного , яке було . Я зачитаю , а потім . Я зачитаю , а потім . Яке було переписано вчора під час круглого столу за наслідками круглого столу ."
ParlaMint-UA_2004-11-27-m0.u202.p29.lang1.s1,9 пункт .,9 пункт .
ParlaMint-UA_2004-11-27-m0.u202.p29.lang2.s1,"Вважати неприпустимим застосування сили проти учасників акції громадянської непокори , що може призвести до подальшого загострення конфлікту .","Вважати неприпустимим застосування сили проти учасників акції громадянської непокори , що може призвести до подальшого загострення конфлікту ."
ParlaMint-UA_2004-11-27-m0.u202.p29.lang2.s2,Запишіться з мотивів .,Запишіться з мотивів .
ParlaMint-UA_2004-11-27-m0.u202.p29.lang2.s3,"3 хвилин , будь ласка .","3 хвилин , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u202.p3.lang1.s1,"Я читаю статтю , прошу уваги .","Я читаю статтю , прошу уваги ."
ParlaMint-UA_2004-11-27-m0.u202.p30.lang1.s1,"Віктор Пинзеник , будь ласка .","Віктор Пинзеник , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u202.p4.lang1.s1,""" Стаття 5 .",""" Стаття 5 ."
ParlaMint-UA_2004-11-27-m0.u202.p4.lang1.s2,Комітету з питань державного будівництва та місцевого самоврядування забезпечити підготовку і внесення на розгляд Верховної Ради України :,Комітету з питань державного будівництва та місцевого самоврядування забезпечити підготовку і внесення на розгляд Верховної Ради України :
ParlaMint-UA_2004-11-27-m0.u202.p5.lang1.s1,"а ) у дводенний термін законопроекту про внесення змін до Закону України "" Про вибори Президента України "" або окремого відповідного закону , передбачивши у ньому , зокрема , удосконалення інституту голосування за відкріпними посвідченнями , а також за межами приміщень для голосування , уточнення механізмів судового контролю за рішеннями , діями та бездіяльністю відповідних суб'єктів виборчого процесу , удосконалення законодавчих механізмів забезпечення стабільності , діяльності виборчих комісій , рівності представництва в них від кандидатів у президенти України , у тому числі і корегування часток керівних посад у виборчих комісіях тощо ;","а ) у дводенний термін законопроекту про внесення змін до Закону України "" Про вибори Президента України "" або окремого відповідного закону , передбачивши у ньому , зокрема , удосконалення інституту голосування за відкріпними посвідченнями , а також за межами приміщень для голосування , уточнення механізмів судового контролю за рішеннями , діями та бездіяльністю відповідних суб'єктів виборчого процесу , удосконалення законодавчих механізмів забезпечення стабільності , діяльності виборчих комісій , рівності представництва в них від кандидатів у президенти України , у тому числі і корегування часток керівних посад у виборчих комісіях тощо ;"
ParlaMint-UA_2004-11-27-m0.u202.p6.lang1.s1,"б ) до 29 листопада проект Постанови Верховної Ради України "" Про порядок проведення урочистого засідання Верховної Ради України у зв'язку зі складенням присяги новообраним Президентом України "" .","б ) до 29 листопада проект Постанови Верховної Ради України "" Про порядок проведення урочистого засідання Верховної Ради України у зв'язку зі складенням присяги новообраним Президентом України "" ."
ParlaMint-UA_2004-11-27-m0.u202.p7.lang1.s1,Я ставлю на голосування прийняття цієї статті п'ятої в цілому .,Я ставлю на голосування прийняття цієї статті п'ятої в цілому .
ParlaMint-UA_2004-11-27-m0.u202.p7.lang1.s2,"Прошу голосувати , в цілому .","Прошу голосувати , в цілому ."
ParlaMint-UA_2004-11-27-m0.u202.p8.lang1.s1,За – 233,За – 233
ParlaMint-UA_2004-11-27-m0.u202.p9.lang1.s1,Стаття прийнята .,Стаття прийнята .
ParlaMint-UA_2004-11-27-m0.u203.p1.lang1.s1,Прошу передати слово Зваричу .,Прошу передати слово Зваричу .
ParlaMint-UA_2004-11-27-m0.u204.p1.lang1.s1,Будь ласка .,Будь ласка .
ParlaMint-UA_2004-11-27-m0.u204.p1.lang1.s2,"Перевірте мікрофон у Пинзеника , будь ласка .","Перевірте мікрофон у Пинзеника , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u205.p1.lang1.s1,"Шановний Володимире Михайловичу , шановні колеги .","Шановний Володимире Михайловичу , шановні колеги ."
ParlaMint-UA_2004-11-27-m0.u205.p1.lang1.s2,"Я вніс проект постанови , який якраз збігається з тим пунктом .","Я вніс проект постанови , який якраз збігається з тим пунктом ."
ParlaMint-UA_2004-11-27-m0.u205.p1.lang1.s3,"У моєму проекті постанови я пропоную , щоби Верховна Рада України заборонила застосування вогнепальної зброї проти учасників масових протестних акцій .","У моєму проекті постанови я пропоную , щоби Верховна Рада України заборонила застосування вогнепальної зброї проти учасників масових протестних акцій ."
ParlaMint-UA_2004-11-27-m0.u205.p1.lang1.s4,Цей проект постанови є в руках уповноваженого з прав людини Верховної Ради України .,Цей проект постанови є в руках уповноваженого з прав людини Верховної Ради України .
ParlaMint-UA_2004-11-27-m0.u205.p2.lang1.s1,"Володимире Михайловичу , я вас прошу передати слово Уповноваженому з питань прав людини , щоби вона теж могла підтримати мій проект постанови з цього приводу .","Володимире Михайловичу , я вас прошу передати слово Уповноваженому з питань прав людини , щоби вона теж могла підтримати мій проект постанови з цього приводу ."
ParlaMint-UA_2004-11-27-m0.u206.p1.lang1.s1,"Шановні народні депутати , так , хто у нас , Турманов , будь ласка .","Шановні народні депутати , так , хто у нас , Турманов , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u208.p1.lang1.s1,"Бронніков , будь ласка .","Бронніков , будь ласка ."
ParlaMint-UA_2004-11-27-m0.u21.p1.lang1.s1,Так .,Так .
ParlaMint-UA_2004-11-27-m0.u21.p1.lang1.s2,Дякую .,Дякую .
ParlaMint-UA_2004-11-27-m0.u21.p1.lang1.s3,"Шановні народні депутати , ми обмінялися думками , тут звучали пропозиції про те , щоб зупинити тиск на Верховну Раду , на Верховний суд , я прошу від тих , звертаюся до тих , від кого це залежить дати можливість спокійно працювати і Верховній Раді і Верховному суду .","Шановні народні депутати , ми обмінялися думками , тут звучали пропозиції про те , щоб зупинити тиск на Верховну Раду , на Верховний суд , я прошу від тих , звертаюся до тих , від кого це залежить дати можливість спокійно працювати і Верховній Раді і Верховному суду ."
ParlaMint-UA_2004-11-27-m0.u21.p1.lang1.s4_2004-11-27-m0.u21.p1.lang1.s5,"Що стосується продуктів , я їх прошу всіх здати , які розносять фрукти , овочі ... здати їх до Президії .","Що стосується продуктів , я їх прошу всіх здати , які розносять фрукти , овочі ... здати їх до Президії ."
ParlaMint-UA_2004-11-27-m0.u21.p2.lang1.s1,"Шановні народні депутати , Станіслав Ніколаєнко пропонує продовжити обговорення , якщо Верховна Рада визначиться - будемо обговорювати , але Олександр Олександрович Мороз пропонував перейти зразу до прийняття рішення після виступів Фракцій , але якщо буде інша пропозиція , приймемо рішення - будемо працювати .","Шановні народні депутати , Станіслав Ніколаєнко пропонує продовжити обговорення , якщо Верховна Рада визначиться - будемо обговорювати , але Олександр Олександрович Мороз пропонував перейти зразу до прийняття рішення після виступів Фракцій , але якщо буде інша пропозиція , приймемо рішення - будемо працювати ."
ParlaMint-UA_2004-11-27-m0.u21.p2.lang2.s1,Так що .,Так що .
ParlaMint-UA_2004-11-27-m0.u21.p2.lang3.s1,"Шановні народні депутати , давайте слово уже ми .","Шановні народні депутати , давайте слово уже ми ."
ParlaMint-UA_2004-11-27-m0.u21.p3.lang1.s1,"Зараз звертаються із тим , щоби оголосити перерву , але ми знаходимся в процесі розгляду питання , так що перерву будемо робити в зв'язку з тим , яка буде складатися ситуація .","Зараз звертаються із тим , щоби оголосити перерву , але ми знаходимся в процесі розгляду питання , так що перерву будемо робити в зв'язку з тим , яка буде складатися ситуація ."
ParlaMint-UA_2004-11-27-m0.u21.p3.lang1.s2,Ми вже розпочали розгляд питання .,Ми вже розпочали розгляд питання .
